TID,property_type,building_size,open_date,listing_agency,price,city,zip_code,phone,product_depth,bedroom_count,bathroom_count,parking_count
1351659,House,378m²,,Renee's Realty NT - DURACK,"$1,100,000",Howard Springs,835,0417 718 149,premiere,5,3,6
1351660,House,,,First National Real Estate O'Donoghues - Darwin,"$420,000",Moulden,830,08 8942 8942,premiere,3,1,2
1351661,Townhouse,,,For Sale By Owner                                                                                   ,"$335,000",Stuart Park,820,1300 114 970,standard,2,1,0
1351662,House,,,First National Real Estate O'Donoghues - Darwin,"Offers above $799,000",Howard Springs,835,08 8942 8942,premiere,4,2,2
1351663,House,,Under offer,Ray White - NIGHTCLIFF,JUST LIKE THAT: UNDER CONTRACT IN 7 DAYS,Alawa,810,08 8982 2403,premiere,3,1,1
1351664,Unit,,Under offer,Ray White - NIGHTCLIFF,JUST LIKE THAT: UNDER CONTRACT,Nightcliff,810,08 8982 2403,premiere,2,1,1
1351665,House,,,Real Estate Central - DARWIN CITY,"NEW PRICE $639,000",Anula,812,08 8943 3000,premiere,4,2,2
1351666,House,,,Acacia Realty - NOONAMAH,"$499,000 O.N.O",Berry Springs,838,0409 768 420,premiere,4,2,6
1351667,House,,,Chin Property Group,"$1,800,000",Cullen Bay,820,08 8981 8980,premiere,4,3,3
1351668,Unit,,Under offer,Territory Real Estate - Darwin,"Offers Over $499,000 Considered",Darwin City,800,889855678,feature,1,1,1
1351669,Apartment,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Stuart Park,820,08 8943 3000,premiere,3,2,2
1351670,Apartment,,,Professionals - DARWIN CITY,"$400,000",Darwin City,800,08 8941 8289,premiere,2,2,1
1351671,Unit,115m²,,Call2View Real Estate - Palmerston,"$279,000",Gray,830,08 8932 8858,premiere,2,1,2
1351672,House,237.83m²,,Abode Property Management Pty Ltd - PINELANDS,Offers welcome $695K,Johnston,832,08 8932 7777,standard,4,2,4
1351673,House,337m²,,@realty - National Head Office Australia,"OVER $900,000",Coconut Grove,810,1300 299 377,standard,3,3,2
1351674,House,,,Real Estate Central Projects - Darwin,"$575,000",Bellamack,832,08 8943 3000,premiere,3,2,2
1351675,Apartment,,,United Realty NT - Parap,"$380,000",Cullen Bay,820,08 8981 2666,premiere,2,2,1
1351676,Unit,,,Litchfield Realty - Humpty Doo,"$345,000 ONO",Humpty Doo,836,08 8988 2343,premiere,2,1,1
1351677,House,102m²,Under offer,Piening Property Sales - COOLALINGA,Under Contract,Humpty Doo,836,429826650,premiere,3,1,6
1351678,House,,,First National Real Estate O'Donoghues - Darwin,"Offers above $859,000",Ludmilla,820,08 8942 8942,premiere,4,2,2
1351679,House,,,Real Estate Central Projects - Darwin,"Offers over $740,000",Humpty Doo,836,08 8943 3000,premiere,5,2,10
1351680,House,,Under offer,Call2View Real Estate - Palmerston,"$569,000",Zuccoli,832,08 8932 8858,premiere,3,2,4
1351681,House,,,Real Estate Central - DARWIN CITY,"$490,000",Karama,812,08 8943 3000,premiere,3,1,2
1351682,House,,,Knight Frank (NT) - Darwin,"$600,000",Rosebery,832,08 8982 2500,premiere,4,2,2
1351683,House,,,Raine & Horne - Darwin,"Offers Over $700,000",Tiwi,810,08 8941 8941,premiere,4,2,4
1351684,Apartment,,,Ellis Parker Real Estate - LARRAKEYAH,"$290,000",Nightcliff,810,08 8941 3222,premiere,1,1,1
1351685,House,194m²,,Renee's Realty NT - DURACK,"Offers Over $599,000",Gray,830,0417 718 149,premiere,4,2,3
1351686,Apartment,,,First National Real Estate O'Donoghues - Darwin,"Offers Over $800,000",Darwin City,800,08 8942 8942,premiere,3,2,2
1351687,House,189m²,,Renee's Realty NT - DURACK,"$720,000",Zuccoli,832,0417 718 149,premiere,4,2,2
1351688,House,,,Raine & Horne - Darwin,"Range $600,000 - $650,000",Herbert,836,08 8941 8941,premiere,3,1,4
1351689,House,,Under offer,United Realty NT - Parap,"$430,000",Moulden,830,08 8981 2666,premiere,3,1,3
1351690,House,,Under offer,Real Estate Central Projects - Darwin,Under Contract,Stuart Park,820,08 8943 3000,premiere,4,2,3
1351691,Unit,93m²,Under offer,Raine & Horne - Darwin,UNDER CONTRACT,Darwin City,800,08 8941 8941,premiere,1,1,1
1351692,House,,Under offer,Knight Frank (NT) - Darwin,UNDER CONTRACT,Karama,812,08 8982 2500,premiere,3,1,1
1351693,House,210m²,Under offer,Elders Real Estate - Palmerston,UNDER CONTRACT,Rosebery,832,08 8931 5000,premiere,4,2,4
1351694,House,,,Elders Real Estate - Darwin,FASTRAK,Karama,812,08 8946 0500,premiere,3,2,2
1351695,Unit,193m²,,iProperty NT - Darwin,"Reduced Offers Over $330,000",Rosebery,832,0404 877 261,premiere,2,2,2
1351696,House,,Under offer,@realty - National Head Office Australia,UNDER CONTRACT,Moil,810,1300 299 377,standard,3,2,4
1351697,House,,,Real Estate Central - DARWIN CITY,"Offers Over $580,000",Malak,812,08 8943 3000,premiere,3,2,3
1351698,House,120m²,,Real Estate NT by George Pikos - FANNIE BAY,"Offers over $400,000",Moulden,830,08 8941 9959,premiere,3,1,2
1351699,House,578m²,,Renee's Realty NT - DURACK,"Offers Over $849,000",Howard Springs,835,0417 718 149,premiere,3,3,0
1351700,Residential Land,,,Halikos Developments - Northcrest,"$225,000",Berrimah,828,08 8983 5500,standard,,,
1351701,Residential Land,,,Halikos Developments - Northcrest,"$250,000",Berrimah,828,08 8983 5500,standard,,,
1351702,Residential Land,,,Halikos Developments - Northcrest,"$387,000",Berrimah,828,08 8983 5500,standard,,,
1351703,Residential Land,,,Halikos Developments - Northcrest,"$210,000",Berrimah,828,08 8983 5500,standard,,,
1351704,House,230m²,,Renee's Realty NT - DURACK,"$599,000",Gunn,832,0417 718 149,premiere,4,2,2
1351705,Apartment,53m²,,Renee's Realty NT - DURACK,"$299,000",Darwin City,800,0417 718 149,premiere,1,1,1
1351706,House,204m²,Under offer,Elders Real Estate - Palmerston,UNDER CONTRACT,Rosebery,832,08 8931 5000,premiere,3,2,4
1351707,House,274m²,,Milgate Real Estate - Cullen Bay,"$475,000",Woodroffe,830,0404 222 219,premiere,3,1,2
1351708,House,,,Home Zone NT - DARWIN,"Offers over $679,000 considered",Durack,830,0418 895 345,premiere,4,2,2
1351709,House,,Under offer,Absolute Real Estate NT - Darwin,"$560,000 +",Anula,812,08 8930 6600,premiere,3,1,4
1351710,House,183m²,,Elders Real Estate - Palmerston,"$475,000",Bakewell,832,08 8931 5000,premiere,3,1,4
1351711,Unit,,,Elders Real Estate - Palmerston,"$319,000",Gray,830,08 8931 5000,premiere,2,1,2
1351712,House,,,Real Estate Central - DARWIN CITY,"$520,000",Driver,830,08 8943 3000,premiere,4,2,2
1351713,House,100m²,,Nick Mousellis Real Estate - Eview Group Member,"$639,000",Jingili,810,411724000,premiere,3,1,3
1351714,Townhouse,,Under offer,Active Realty - NT,"OFFERS OVER $750,000",Bayview,820,08 8985 19 28,premiere,4,2,2
1351715,Residential Land,,,Halikos Developments - Northcrest,"$334,000",Berrimah,828,08 8983 5500,standard,,,
1351716,Warehouse,,,Darwin Building Consultants - VIRGINIA,Awaiting Price Guide,Berrimah,828,08 8983 3943,standard,0,1,8
1351717,House,,Under offer,Elders Real Estate - Darwin,UNDER CONTRACT,Wanguri,810,08 8946 0500,premiere,4,2,4
1351718,House,155m²,,Call2View Real Estate - Palmerston,$460k NEGOTIABLE,Durack,830,08 8932 8858,premiere,4,1,2
1351719,Unit,173m²,,Sale By Home Owner - Australia,"$439,000",Bayview,820,1300 609 392,standard,3,2,2
1351720,House,186m²,,No Agent Property - BRIGHTON EAST,"Offers Over $550,000",Durack,830,1300 850 855,standard,3,2,2
1351721,House,270m²,Under offer,Sale By Home Owner - Australia,"$580,000",Farrar,830,1300 609 392,standard,4,2,2
1351722,Unit,,,Property Now - MOOLOOLABA,"$580,000",Darwin City,800,1300 815 051 ,standard,1,1,1
1351723,Apartment,138m²,,Raine & Horne - Darwin,"Offers Over $375,000",Darwin City,800,08 8941 8941,premiere,2,2,2
1351724,Apartment,,,Real Estate NT by George Pikos - FANNIE BAY,"$495,000",Rapid Creek,810,08 8941 9959,feature,2,2,2
1351725,House,,,Core Realty NT - RAPID CREEK,"$545,000 ( over 1000sqm of land)",Jingili,810,0450 473 710,premiere,3,1,2
1351726,Townhouse,,,North Property NT - STUART PARK,"$429,000",Driver,830,08 898 11088 ,feature,3,1,2
1351727,House,,,Elders Real Estate - Darwin,"PRICE GUIDE $1,090,000",Howard Springs,835,08 8946 0500,premiere,5,4,5
1351728,House,,,Real Estate Central - DARWIN CITY,"$550,000",Tiwi,810,08 8943 3000,premiere,4,1,3
1351729,House,141m²,,Raine & Horne - Darwin,"$480,000",Bakewell,832,08 8941 8941,premiere,3,2,2
1351730,Apartment,,,North Property NT - STUART PARK,"$489,000",Darwin City,800,08 898 11088 ,feature,2,2,1
1351731,House,247m²,,Elders Real Estate - Palmerston,"$599,000",Driver,830,08 8931 5000,premiere,4,2,2
1351732,House,,,Call2View Real Estate - Palmerston,"$489,000",Rosebery,832,08 8932 8858,premiere,3,2,2
1351733,Apartment,,,Ray White Bayside - FANNIE BAY,"$550,000",Larrakeyah,820,08 8986 7131,standard,3,2,2
1351734,Townhouse,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Stuart Park,820,08 8943 3000,premiere,3,3,2
1351735,Unit,,Under offer,Elders Real Estate - Darwin,"OFFERS OVER $700,000",Nightcliff,810,08 8946 0500,premiere,3,2,2
1351736,Duplex/Semi-detached,,Under offer,For Sale By Owner                                                                                   ,"$620,000",Lyons,810,1300 114 970,standard,3,2,2
1351737,House,,,Home Zone NT - DARWIN,"$399,000",Driver,830,0418 895 345,feature,4,1,4
1351738,House,,Under offer,United Realty NT - Parap,"$485,000",Woodroffe,830,08 8981 2666,feature,4,2,3
1351739,House,,Under offer,No Agent Property - BRIGHTON EAST,Under Offer,Virginia,834,1300 850 855,standard,4,3,2
1351740,House,,,All About Real Estate NT - DARWIN CITY,"Offers Over $620,000 Considered",Jingili,810,0438 404 848,premiere,4,2,2
1351741,Unit,,,Elders Real Estate - Darwin,"PRICE GUIDE $390,000",Nightcliff,810,08 8946 0500,premiere,2,1,1
1351742,House,205m²,Under offer,Approved Real Estate (NT) - PALMERSTON CITY,"$620,000",Johnston,832,08 8931 2005,standard,4,2,2
1351743,Unit,,,Habitat Real Estate - THE GARDENS,"Overs over $320,000",Fannie Bay,820,08 8981 0080,feature,2,1,2
1351744,Unit,,,Elders Real Estate - Darwin,"OFFERS OVER $195,000",Darwin City,800,08 8946 0500,premiere,1,1,1
1351745,House,194m²,,Elders Real Estate - Palmerston,"$435,000",Moulden,830,08 8931 5000,premiere,3,1,2
1351746,Townhouse,251m²,,Elders Real Estate - Palmerston,"$895,000",The Gardens,820,08 8931 5000,premiere,4,3,3
1351747,Apartment,,,LJ Hooker Darwin -   ,"$505,000",Darwin City,800,08 8924 0900,premiere,2,2,2
1351748,House,253m²,,K G Young & Associates Pty Ltd - Darwin,"PRICED TO SELL $719,000!",Lyons,810,08 89 432 432,feature,4,2,2
1351749,House,155m²,,Red Earth Property,"$470,000",Durack,830,422315897,feature,3,1,2
1351750,Unit,48m²,,LJ Hooker Darwin -   ,"$149,000",Rapid Creek,810,08 8924 0900,premiere,1,1,1
1351751,House,199m²,,Elders Real Estate - Palmerston,"$480,000",Gray,830,08 8931 5000,premiere,3,1,1
1351752,House,,,Call2View Real Estate - Palmerston,"$789,000",Nakara,810,08 8932 8858,premiere,4,2,6
1351753,Apartment,,,Ausway Group,"$325,000",Darwin City,800,451125286,feature,2,2,2
1351754,House,,,buymyplace,"$495,000",Woodroffe,830,1300289697,standard,3,1,2
1351755,Apartment,,,No Agent Property - BRIGHTON EAST,"$539,000 negotiable",Darwin City,800,1300 850 855,standard,2,2,1
1351756,House,130m²,,Elders Real Estate - Palmerston,"$457,000",Bakewell,832,08 8931 5000,premiere,3,1,1
1351757,Unit,100m²,,Sale By Home Owner - Australia,"$350,000",Larrakeyah,820,1300 609 392,standard,2,1,1
1351758,House,283m²,,No Agent Property - BRIGHTON EAST,"$600,000",Bellamack,832,1300 850 855,standard,4,2,3
1351759,Residential Land,,,Sale By Home Owner - Australia,"offers above $510,000",Stuart Park,820,1300 609 392,standard,,,
1351760,Apartment,,,Piening Property Sales - COOLALINGA,"$180,000",Darwin City,800,429826650,feature,1,1,0
1351761,House,186.3m²,,Kassiou Constructions - HOWARD SPRINGS,"$600,000",Berrimah,828,08 89834326,standard,3,2,2
1351762,House,,,Professionals - DARWIN CITY,"$489,000",Driver,830,08 8941 8289,feature,5,3,2
1351763,House,,Under offer,Professionals - DARWIN CITY,"Open to Offers around $499,000",Woodroffe,830,08 8941 8289,feature,3,2,3
1351764,House,,Under offer,Absolute Real Estate NT - Darwin,"$650,000 +",Rosebery,832,08 8930 6600,feature,4,2,2
1351765,House,,,Elders Real Estate - Darwin,FASTRAK,Wanguri,810,08 8946 0500,premiere,3,1,2
1351766,Residential Land,,,Real Estate NT by George Pikos - FANNIE BAY,"$420,000",Johnston,832,08 8941 9959,premiere,,,
1351767,Unit,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Johnston,832,08 8943 3000,premiere,3,2,2
1351768,House,,,Property Shop - Darwin,$830 000,Rapid Creek,810,08 8981 5000,feature,3,1,3
1351769,Unit,,,Real Estate NT by George Pikos - FANNIE BAY,"$400,000",The Gardens,820,08 8941 9959,feature,2,1,1
1351770,Townhouse,,Under offer,Pacific Property Darwin,UNDER CONTRACT... MORE PROPERTIES WANTED,Leanyer,812,433038633,premiere,3,2,2
1351771,House,,,Property Shop - Darwin,"$450,000",Driver,830,08 8981 5000,feature,4,2,2
1351772,Apartment,198m²,Under offer,Raine & Horne - Darwin,UNDER CONTRACT,Darwin City,800,08 8941 8941,premiere,3,2,2
1351773,Residential Land,,Under offer,Real Estate NT by George Pikos - FANNIE BAY,"Offers over $380,000",Stuart Park,820,08 8941 9959,premiere,,,
1351774,Townhouse,,,Approved Real Estate (NT) - PALMERSTON CITY,"$299,000",Malak,812,08 8931 2005,standard,2,1,2
1351775,House,,Under offer,Absolute Real Estate NT - Darwin,"$635,000 +",Durack,830,08 8930 6600,feature,4,2,2
1351776,Block Of Units,377.44m²,,Kassiou Constructions - HOWARD SPRINGS,"$1,050,000",Zuccoli,832,08 89834326,feature,3,2,2
1351777,House,,Under offer,Complete Real Estate (NT),Under Contract,Virginia,834,08 8983 1266,feature,3,2,3
1351778,Apartment,,,Real Estate Central - DARWIN CITY,"Offers Over $199,000",Nightcliff,810,08 8943 3000,premiere,1,1,1
1351779,House,213m²,,Call2View Real Estate - Palmerston,"$570,000",Rosebery,832,08 8932 8858,premiere,4,2,4
1351780,House,,Under offer,North Property NT - STUART PARK,UNDER CONTRACT,Nakara,810,08 898 11088 ,feature,4,2,2
1351781,House,353m²,,Darwin Building Consultants - VIRGINIA,"$899,000",Bellamack,832,08 8983 3943,feature,5,2,3
1351782,House,,,K G Young & Associates Pty Ltd - Darwin,"$419,000",Driver,830,08 89 432 432,feature,3,1,2
1351783,Unit,33m²,,Property Now - MOOLOOLABA,"$145,000",Darwin City,800,1300 815 051 ,standard,1,1,0
1351784,House,,Under offer,Ray White Bayside - FANNIE BAY,UNDER CONTRACT,Durack,830,08 8986 7131,premiere,3,2,2
1351785,Unit,52m²,,For Sale By Owner                                                                                   ,"$289,000 obo",Parap,820,1300 114 970,standard,1,1,1
1351786,House,,,Absolute Real Estate NT - Darwin,"$499,000 +",Bakewell,832,08 8930 6600,premiere,4,2,4
1351787,House,,,Real Estate Central Projects - Darwin,"$595,000",Jingili,810,08 8943 3000,premiere,4,2,2
1351788,House,,,Raine & Horne - Darwin,"Offers Over: $499,000",Durack,830,08 8941 8941,premiere,3,2,1
1351789,Apartment,,,Home Zone NT - DARWIN,"$399,000",Farrar,830,0418 895 345,feature,3,2,2
1351790,House,,Under offer,Raine & Horne - Darwin,UNDER CONTRACT,Coconut Grove,810,08 8941 8941,premiere,3,2,2
1351791,Apartment,,,Ausway Group,"$215,000",Darwin City,800,451125286,feature,1,1,1
1351792,Apartment,,,Professionals - DARWIN CITY,"Offers over $480,000",Woolner,820,08 8941 8289,feature,3,2,2
1351793,Apartment,,,All About Real Estate NT - DARWIN CITY,"Offers Over $339,000 Considered",Johnston,832,0438 404 848,premiere,3,2,2
1351794,House,,,Active Realty - NT,"Offers Over $340,000",Woodroffe,830,08 8985 19 28,feature,3,1,4
1351795,House,190m²,,Real Value Properties NT - Northern Territory,"OFFERS OVER $490,000",Karama,812,08 8983 1888,feature,4,2,4
1351796,Unit,,,Real Estate Central - DARWIN CITY,"Offers Over $500,000 Considered",Woolner,820,08 8943 3000,premiere,3,2,2
1351797,Duplex/Semi-detached,,Under offer,Milgate Real Estate - Cullen Bay,"$375,000",Rosebery,832,0404 222 219,feature,3,1,2
1351798,House,254m²,,Elders Real Estate - Palmerston,"$462,500",Durack,830,08 8931 5000,premiere,3,1,2
1351799,House,,,@realty - National Head Office Australia,All Reasonable Offers Considered,Bellamack,832,1300 299 377,standard,4,2,2
1351800,Unit,,,Absolute Real Estate NT - Darwin,"$410,000",The Gardens,820,08 8930 6600,premiere,2,1,2
1351801,House,208m²,,Elders Real Estate - Palmerston,"OFFERS OVER $550,000",Gunn,832,08 8931 5000,premiere,4,2,2
1351802,House,172m²,Under offer,Mercury Real Estate,"$430,000",Bakewell,832,449636436,feature,3,1,2
1351803,Unit,,,Absolute Real Estate NT - Darwin,"$320,000",Marrara,812,08 8930 6600,premiere,2,1,2
1351804,Apartment,,,@realty - National Head Office Australia,"$450,000",Darwin City,800,1300 299 377,standard,2,2,1
1351805,Unit,,,Territory Real Estate - Darwin,"$430,000",Nightcliff,810,889855678,feature,2,2,2
1351806,Apartment,255m²,,David Booth Real Estate Pty Ltd - Darwin,"$865,000",Darwin City,800,0418 892 861,standard,3,2,2
1351807,House,240m²,,Nick Mousellis Real Estate - Eview Group Member,"$740,000",Durack,830,411724000,premiere,4,2,3
1351808,House,244m²,,Elders Real Estate - Palmerston,"PRICE GUIDE $895,000",Berrimah,828,08 8931 5000,premiere,4,3,2
1351809,Unit,,,Ray White - Darwin City,"Offers Over $255,000",Tiwi,810,08 8982 2400,premiere,2,1,0
1351810,House,,,Ray White - Darwin City,"Offers Over $775,000",Muirhead,810,08 8982 2400,premiere,4,2,2
1351811,Apartment,,,Elders Real Estate - Darwin,"$400,000",Darwin City,800,08 8946 0500,premiere,2,2,1
1351812,House,,,Renee's Realty NT - DURACK,"High $400,000s",Moulden,830,0417 718 149,feature,4,1,0
1351813,House,223m²,,Renee's Realty NT - DURACK,"Offers Over $449,000",Gray,830,0417 718 149,feature,3,1,0
1351814,House,,,Renee's Realty NT - DURACK,"$780,000",Humpty Doo,836,0417 718 149,feature,3,2,0
1351815,House,,,Complete Real Estate (NT),"$1,200,000",Howard Springs,835,08 8983 1266,feature,6,5,6
1351816,Unit,,,LJ Hooker Darwin -   ,"$369,000",Darwin City,800,08 8924 0900,premiere,2,2,2
1351817,House,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Gray,830,08 8943 3000,premiere,3,1,4
1351818,Unit,,,First National Real Estate O'Donoghues - Darwin,"$260,000",Parap,820,08 8942 8942,feature,2,1,1
1351819,House,,,Darwin Building Consultants - VIRGINIA,"$525,000 - $535,000",Zuccoli,832,08 8983 3943,standard,3,2,1
1351820,Townhouse,,,All About Real Estate NT - DARWIN CITY,"Offers Over $765,000 Considered",Stuart Park,820,0438 404 848,premiere,3,2,2
1351821,Block Of Units,,,Knight Frank (NT) - Darwin,Expressions of Interest,Nightcliff,810,08 8982 2500,feature,8,4,0
1351822,Apartment,66m²,,Knight Frank (NT) - Darwin,"$350,000",Darwin City,800,08 8982 2500,feature,1,1,1
1351823,Unit,,,Real Estate Central - DARWIN CITY,"$549,000",Darwin City,800,08 8943 3000,premiere,3,2,2
1351824,House,155m²,Under offer,Elders Real Estate - Palmerston,UNDER CONTRACT,Durack,830,08 8931 5000,premiere,3,2,2
1351825,Apartment,,,First National Real Estate O'Donoghues - Darwin,"Offers over $539,000",Darwin City,800,08 8942 8942,standard,2,2,1
1351826,House,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Leanyer,812,08 8943 3000,premiere,5,2,4
1351827,Apartment,83m²,Under offer,Raine & Horne - Darwin,UNDER CONTRACT,Darwin City,800,08 8941 8941,premiere,1,1,0
1351828,House,222m²,Under offer,Professionals - DARWIN CITY,UNDER OFFER,Muirhead,810,08 8941 8289,feature,4,2,2
1351829,Apartment,110m²,Under offer,Elders Real Estate - Darwin,"$490,000",Darwin City,800,08 8946 0500,premiere,2,2,1
1351830,Residential Land,,,Elders Real Estate - Darwin,FASTRAK,Bayview,820,08 8946 0500,premiere,,,
1351831,House,154m²,,Knight Frank (NT) - Darwin,"$550,000",Karama,812,08 8982 2500,feature,5,2,5
1351832,House,,,Habitat Real Estate - THE GARDENS,"Offers over $480,000",Anula,812,08 8981 0080,feature,3,1,2
1351833,Unit,166m²,,Carol Need Real Estate - Fannie Bay,"$289,000",Marrara,812,418885966,premiere,1,1,1
1351834,House,245m²,Under offer,Raine & Horne - Darwin,UNDER CONTRACT,Durack,830,08 8941 8941,premiere,4,2,4
1351835,Apartment,,,Ausway Group,"$209,000  Negoticate",Darwin City,800,451125286,feature,1,1,1
1351836,House,338m²,,Elders Real Estate - Palmerston,"$849,000",Durack,830,08 8931 5000,premiere,6,4,6
1351837,Residential Land,,,Real Estate NT by George Pikos - FANNIE BAY,"$770,000",Fannie Bay,820,08 8941 9959,premiere,,,
1351838,House,,Under offer,Go Wise - WOOLNER,"$525,000",Bakewell,832,08 8942 1200,feature,4,2,2
1351839,Unit,,,LJ Hooker Darwin -   ,Awaiting Price Guide,Johnston,832,08 8924 0900,premiere,3,1,2
1351840,Apartment,,,Ray White Bayside - FANNIE BAY,"$420,000",Darwin City,800,08 8986 7131,premiere,2,2,2
1351841,Unit,150m²,Under offer,Raine & Horne - Darwin,UNDER CONTRACT,Darwin City,800,08 8941 8941,standard,2,2,2
1351842,Unit,,Under offer,Real Estate Central Projects - DARWIN,"$510,000",Darwin City,800,08 8943 3066,standard,3,2,2
1351843,Unit,,Under offer,Real Estate Central Projects - Darwin,UNDER CONTRACT,Darwin City,800,08 8943 3000,premiere,3,2,2
1351844,House,,,Real Estate Central - DARWIN CITY,"$570,000",Bellamack,832,08 8943 3000,premiere,3,2,2
1351845,House,,,Home Zone NT - DARWIN,"$549,000",Durack,830,0418 895 345,feature,3,2,2
1351846,House,,,HERON PROPERTY - DARWIN,"Offers over $730,000",Rapid Creek,810,08 8992 9980,premiere,4,2,2
1351847,House,,,Knight Frank (NT) - Darwin,"$590,000",Rosebery,832,08 8982 2500,feature,3,2,0
1351848,House,244m²,,Elders Real Estate - Palmerston,UNDER CONTRACT,Durack,830,08 8931 5000,premiere,4,2,2
1351849,Unit,,,Alliance Realty - Larrakeyah,"Offers Over $575,000",Muirhead,810,08 8982 8282,feature,3,2,2
1351850,Unit,,,@realty - National Head Office Australia,"Offers Over $350,000",Bakewell,832,1300 299 377,standard,2,1,2
1351851,House,,,Real Estate Central - DARWIN CITY,"Offers Over $500,000 will be considered",Farrar,830,08 8943 3000,premiere,3,2,2
1351852,Unit,,,Go Wise - WOOLNER,"$535,000",Darwin City,800,08 8942 1200,premiere,2,2,2
1351853,Unit,,,Go Wise - WOOLNER,"$325,000",Nightcliff,810,08 8942 1200,premiere,2,1,1
1351854,House,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Moil,810,08 8943 3000,premiere,3,1,2
1351855,Unit,,,North Property NT - STUART PARK,"$335,000",Darwin City,800,08 898 11088 ,feature,1,1,1
1351856,Apartment,153m²,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Darwin City,800,08 8943 3000,premiere,2,2,1
1351857,Apartment,260m²,,Gordon & Associates - GIRRAWEEN,"Offers Over $780,000 Invited",Parap,820,0417 897 921,feature,3,2,3
1351858,Apartment,,,Professionals - DARWIN CITY,"Penthouse for $850,000",Darwin City,800,08 8941 8289,feature,4,2,2
1351859,House,,Under offer,Freedom Property - Australia,"O/O $750,000",Rosebery Heights,832,07 3999 8324,feature,4,2,2
1351860,Apartment,,,Professionals - DARWIN CITY,"Needs to GO! $510,000",Darwin City,800,08 8941 8289,feature,3,2,2
1351861,House,,,Real Estate Central Projects - Darwin,"$560,000",Driver,830,08 8943 3000,premiere,5,2,4
1351862,Unit,,,Real Estate Central Projects - Darwin,Under Contract,Bakewell,832,08 8943 3000,premiere,3,2,2
1351863,Unit,,Under offer,Kalo Real Estate - Darwin,"$440,000",Johnston,832,889453340,feature,3,2,2
1351864,Unit,,Under offer,Acacia Realty - NOONAMAH,"Offers Over $295,000",Bakewell,832,0409 768 420,feature,2,1,2
1351865,Duplex/Semi-detached,356m²,,Eview Group - Corporate,"$610,000",Muirhead,810,03 8781 3888,standard,4,2,2
1351866,Townhouse,,,Real Estate Central - DARWIN CITY,"From $370,000",Driver,830,08 8943 3000,premiere,3,1,2
1351867,Duplex/Semi-detached,,,Call2View Real Estate - Palmerston,"$359,000",Bakewell,832,08 8932 8858,premiere,3,2,1
1351868,House,,,Elders Real Estate - Darwin,FASTRAK,Ludmilla,820,08 8946 0500,premiere,4,2,2
1351869,Unit,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Parap,820,08 8943 3000,premiere,2,2,2
1351870,House,311m²,Under offer,Elders Real Estate - Palmerston,UNDER CONTRACT,Durack,830,08 8931 5000,premiere,4,3,2
1351871,House,160m²,Under offer,Raine & Horne - Darwin,UNDER CONTRACT,Rosebery,832,08 8941 8941,premiere,4,2,2
1351872,House,190m²,,Elders Real Estate - Palmerston,"$595,000",Zuccoli,832,08 8931 5000,premiere,4,2,2
1351873,House,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Zuccoli,832,08 8943 3000,premiere,4,2,2
1351874,Unit,,,Elders Real Estate - Darwin,"$1,300,000",Darwin City,800,08 8946 0500,premiere,3,2,2
1351875,Unit,66m²,,Nick Mousellis Real Estate - Eview Group Member,"MASSIVE PRICE REDUCTION!! NOW $277,500",Wagaman,810,411724000,premiere,2,1,1
1351876,House,815m²,Under offer,Ray White Bayside - FANNIE BAY,UNDER CONTRACT,Marlow Lagoon,830,08 8986 7131,premiere,7,5,10
1351877,House,182m²,Under offer,Raine & Horne - Darwin,Under Contract,Fannie Bay,820,08 8941 8941,premiere,4,2,2
1351878,Duplex/Semi-detached,197m²,Under offer,Elders Real Estate - Palmerston,UNDER CONTRACT,Rosebery,832,08 8931 5000,premiere,4,2,2
1351879,House,,Under offer,Professionals - DARWIN CITY,Under contract,Rosebery,832,08 8941 8289,feature,2,2,2
1351880,House,,,Knight Frank (NT) - Darwin,"$650,000",Ludmilla,820,08 8982 2500,feature,6,3,3
1351881,Apartment,87m²,,Renee's Realty NT - DURACK,"Low - Mid $200,000",Bakewell,832,0417 718 149,feature,2,1,0
1351882,House,,,Colliers International - Darwin,"$385,000",The Gardens,820,08 8997 0888,feature,2,1,1
1351883,House,,Under offer,Active Realty - NT,"Offers Over $500,000",Farrar,830,08 8985 19 28,feature,4,2,2
1351884,House,"1,904.51m²",,Sell My Property Now - Launceston,$570000 neg,Gray,830,1300547869,standard,3,2,7
1351885,House,,,Cate Killiner Real Estate - Woolner,"$625,000",Tiwi,810,08 8942 2283,feature,5,2,4
1351886,House,,,Renee's Realty NT - DURACK,"$520,000",Bellamack,832,0417 718 149,feature,3,2,0
1351887,House,272m²,,Renee's Realty NT - DURACK,"High $500,000 ono",Johnston,832,0417 718 149,feature,4,3,0
